SEQN	SDDSRVYR	RIDSTATR	RIAGENDR	RIDAGEYR	RIDAGEMN	RIDRETH1	RIDRETH3	RIDEXMON	RIDEXAGM	DMQMILIZ	DMQADFC	DMDBORN4	DMDCITZN	DMDYRSUS	DMDEDUC3	DMDEDUC2	DMDMARTL	RIDEXPRG	SIALANG	SIAPROXY	SIAINTRP	FIALANG	FIAPROXY	FIAINTRP	MIALANG	MIAPROXY	MIAINTRP	AIALANGA	DMDHHSIZ	DMDFMSIZ	DMDHHSZA	DMDHHSZB	DMDHHSZE	DMDHRGND	DMDHRAGE	DMDHRBR4	DMDHREDU	DMDHRMAR	DMDHSEDU	WTINT2YR	WTMEC2YR	SDMVPSU	SDMVSTRA	INDHHIN2	INDFMIN2	INDFMPIR
84002	9	2	1	48	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	48	1	4	3	NA	124724.104868	124749.859713	1	122	15	15	5
84006	9	2	2	45	NA	4	4	2	NA	2	NA	1	1	NA	NA	2	6	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	0	2	45	1	2	6	NA	28760.2501	28821.999917	1	132	4	4	0.87
84008	9	2	2	62	NA	5	6	2	NA	2	NA	2	1	8	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	1	2	62	2	3	1	1	15242.232799	16375.276871	1	119	7	7	2.26
84010	9	2	2	68	NA	3	3	1	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	2	1	61	NA	NA	1	3	155236.425858	152511.870586	1	129	8	8	3.26
84011	9	2	1	32	NA	3	3	2	NA	1	1	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	1	2	0	1	32	1	4	1	5	43636.609611	44544.034334	1	126	7	7	1.43
84014	9	2	1	53	NA	5	6	1	NA	2	NA	2	1	6	NA	5	3	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	1	0	1	53	2	5	3	NA	15173.552469	15162.869423	2	128	15	15	5
84015	9	2	1	73	NA	1	1	1	NA	2	NA	2	1	8	NA	1	4	NA	1	2	2	NA	NA	NA	2	2	2	NA	3	1	0	0	1	1	55	NA	NA	4	NA	7943.900013	10945.113108	2	133	NA	NA	NA
84016	9	2	2	41	NA	1	1	1	NA	2	NA	2	2	4	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	3	3	1	0	0	1	40	1	5	1	5	42128.094999	43742.970217	2	127	15	15	5
84019	9	2	1	54	NA	4	4	2	NA	1	2	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	1	0	1	54	1	3	1	4	22407.211143	23307.562192	2	130	15	15	3.55
84022	9	2	2	60	NA	1	1	2	NA	2	NA	2	1	9	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	1	2	60	2	4	1	4	8626.098891	8376.294199	2	129	9	9	2.88
84023	9	2	2	19	NA	3	3	1	NA	2	NA	1	1	NA	13	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	3	2	0	0	0	2	19	1	3	NA	NA	25105.335328	26330.580255	2	132	NA	99	NA
84025	9	2	2	18	NA	3	3	1	220	2	NA	1	1	NA	11	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	7	7	2	2	0	1	38	1	4	1	5	41690.832025	42951.324965	2	127	8	8	1.23
84026	9	2	1	44	NA	5	7	1	NA	1	2	1	1	NA	NA	4	6	NA	1	2	2	1	2	2	1	2	2	1	4	4	2	0	0	1	44	1	4	6	NA	18120.557189	17830.145083	2	132	2	2	0.35
84028	9	2	2	61	NA	3	3	1	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	2	2	61	1	5	1	5	144268.942591	141736.877671	2	121	15	15	5
84029	9	2	2	28	NA	1	1	1	NA	2	NA	1	1	NA	NA	3	1	2	1	2	2	NA	NA	NA	1	2	2	1	4	4	2	0	0	1	32	NA	NA	1	3	40602.643124	50798.059826	2	127	NA	NA	NA
84030	9	2	1	46	NA	1	1	1	NA	2	NA	2	2	77	NA	1	1	NA	2	2	2	2	2	2	2	2	2	2	7	7	1	3	0	1	46	2	1	1	1	24831.294224	25221.741084	1	120	77	77	NA
84033	9	2	2	41	NA	5	7	2	NA	2	NA	1	1	NA	NA	4	3	2	1	2	2	1	2	2	1	2	2	1	3	3	0	0	1	1	40	1	4	4	NA	51829.255365	54200.877488	1	122	9	9	3.11
84034	9	2	2	25	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	6	2	1	2	2	1	2	2	1	2	2	1	5	5	2	1	0	2	25	1	4	6	NA	25123.436515	25379.408583	2	126	7	7	1.55
84036	9	2	1	36	NA	3	3	1	NA	2	NA	2	2	5	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	3	2	0	0	0	2	27	1	4	1	5	126038.015396	128658.980045	2	121	14	8	3.37
84037	9	2	1	66	NA	3	3	1	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	NA	NA	NA	NA	2	2	0	0	1	1	66	1	5	1	5	135069.680736	185426.756225	2	133	15	15	5
84038	9	2	2	23	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	6	2	1	2	2	1	2	2	1	2	2	1	2	1	0	0	0	1	23	1	4	6	NA	85208.887291	96343.268815	2	129	7	6	2.36
84039	9	2	1	36	NA	3	3	1	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	1	0	1	36	1	2	1	3	36611.339336	37744.082899	1	125	7	7	1.48
84041	9	2	2	71	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	1	74	1	5	1	4	105812.951759	109544.909032	1	126	15	15	5
84042	9	2	1	75	NA	3	3	2	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	2	69	1	3	1	2	12148.048987	12320.306534	1	131	6	6	1.97
84046	9	2	2	45	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	48	1	3	1	5	90320.308574	89348.088605	1	131	15	15	5
84050	9	2	2	79	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	NA	3	3	0	0	2	1	80	1	5	1	5	72232.067047	79382.030433	1	130	12	12	NA
84051	9	2	2	55	NA	1	1	1	NA	2	NA	1	1	NA	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	0	2	55	1	5	5	NA	18497.758679	19355.327344	1	128	9	9	2.74
84055	9	2	2	64	NA	5	6	2	NA	2	NA	2	1	6	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	2	1	61	2	4	1	5	26344.223032	28394.776693	1	126	9	9	3.77
84061	9	2	2	50	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	50	1	4	1	4	141197.347079	146410.687308	1	127	9	9	3.64
84062	9	2	2	45	NA	1	1	1	NA	2	NA	1	1	NA	NA	4	1	NA	2	2	2	2	2	2	1	2	2	2	6	6	0	3	0	1	46	2	1	1	4	19694.322295	22397.937264	2	122	3	3	0.31
84065	9	2	2	48	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	4	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	2	48	1	4	4	NA	118243.183588	122048.907038	1	127	6	6	2.12
84069	9	2	2	61	NA	4	4	2	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	7	7	2	1	1	2	61	1	3	5	NA	15697.356143	15284.42494	1	123	77	77	NA
84070	9	2	1	40	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	4	1	0	0	0	1	40	1	4	5	NA	101737.244313	105159.29155	1	119	12	8	4.08
84072	9	2	2	27	NA	2	2	2	NA	2	NA	2	1	6	NA	4	1	1	1	2	2	1	2	2	1	2	2	1	3	3	1	0	0	2	27	2	4	1	4	38415.58232	37725.5933	1	132	9	9	2.74
84073	9	2	2	39	NA	2	2	1	NA	2	NA	1	1	NA	NA	3	5	2	1	2	2	1	2	2	1	2	2	1	7	7	0	3	1	1	62	NA	NA	1	3	22875.997312	23928.976208	1	127	10	10	1.42
84075	9	2	1	62	NA	3	3	1	NA	1	1	1	1	NA	NA	3	3	NA	1	2	2	1	2	2	1	2	2	1	2	1	0	0	1	1	62	1	3	3	NA	40761.038035	40373.364885	2	125	4	4	1.41
84077	9	2	2	46	NA	2	2	1	NA	2	NA	2	1	7	NA	3	5	NA	2	2	2	1	2	2	2	2	2	2	3	3	0	0	1	2	64	2	4	1	NA	18887.470234	19193.356019	1	124	14	14	4.78
84082	9	2	2	24	NA	5	6	1	NA	2	NA	2	2	3	NA	5	6	2	1	2	2	1	2	2	1	2	2	1	2	1	0	0	0	1	26	2	5	6	NA	19474.695684	22744.571405	1	133	14	1	0
84086	9	2	1	45	NA	3	3	2	NA	1	2	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	0	0	2	49	1	4	1	3	135144.556607	134484.853586	2	131	15	15	5
84087	9	2	1	36	NA	5	6	1	NA	2	NA	2	2	5	NA	5	6	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	2	0	1	36	2	5	6	NA	18448.501416	18550.188454	1	133	15	15	5
84088	9	2	2	45	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	6	6	0	2	0	2	59	1	5	1	4	83137.691368	86941.936418	2	120	15	15	4.6
84089	9	2	1	53	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	53	1	4	2	NA	21966.079759	23398.828515	2	131	7	7	2.95
84090	9	2	2	26	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	5	2	1	2	2	1	2	2	1	2	2	1	3	2	1	0	0	2	26	1	5	5	NA	92623.027006	92810.746632	1	132	10	5	1.51
84094	9	2	2	73	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	1	76	1	5	1	5	91492.11881	94718.989174	2	129	15	15	5
84095	9	2	2	61	NA	4	4	2	NA	2	NA	2	1	8	NA	5	1	NA	1	2	2	1	2	2	NA	NA	NA	NA	2	2	0	0	2	1	69	2	3	1	5	20072.596629	19994.152784	2	129	14	14	5
84098	9	2	1	26	NA	4	4	1	NA	2	NA	2	2	3	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	7	7	0	0	0	2	24	2	4	1	4	23898.919376	24913.200394	1	124	7	7	0.95
84099	9	2	1	74	NA	1	1	1	NA	1	1	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	2	2	2	NA	3	3	0	0	2	1	74	1	2	1	5	11308.97764	11400.745908	1	127	7	7	1.79
84101	9	2	1	80	NA	3	3	1	NA	1	1	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	1	80	1	5	1	4	42539.110544	45839.18191	2	127	9	9	3.75
84103	9	2	1	33	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	NA	NA	NA	NA	1	1	0	0	0	1	33	1	4	5	NA	27663.044805	29765.236681	1	131	2	2	0.72
84105	9	2	1	28	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	6	NA	1	2	2	1	2	2	1	2	2	1	4	4	2	0	0	2	25	1	3	6	NA	39837.102483	44183.467982	2	121	6	6	1.32
84107	9	2	2	60	NA	1	1	2	NA	2	NA	2	9	7	NA	1	1	NA	2	2	2	2	2	2	1	2	2	2	3	3	0	0	2	1	68	2	1	1	1	11095.95321	10624.63096	1	126	12	12	NA
84108	9	2	1	63	NA	3	3	2	NA	1	2	1	1	NA	NA	5	2	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	1	1	63	1	5	2	NA	33202.529969	34910.790222	2	119	3	3	1.07
84109	9	2	1	66	NA	3	3	2	NA	1	2	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	2	1	66	1	5	1	5	129327.374176	130247.490606	1	130	15	15	5
84111	9	2	1	58	NA	2	2	2	NA	1	1	1	1	NA	NA	4	5	NA	1	2	2	NA	NA	NA	1	2	2	1	1	1	0	0	0	1	58	1	4	5	NA	19604.756548	21934.817668	1	122	NA	NA	NA
84114	9	2	1	59	NA	3	3	2	NA	2	NA	1	1	NA	NA	2	3	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	59	1	2	3	NA	96816.143819	99287.934073	1	131	6	6	2.12
84118	9	2	2	72	NA	2	2	1	NA	2	NA	2	1	4	NA	4	3	NA	2	2	2	2	2	2	2	2	2	NA	4	4	0	0	1	2	72	2	4	3	NA	12662.194096	12241.751649	1	127	99	99	NA
84119	9	2	1	52	NA	5	6	1	NA	2	NA	2	1	5	NA	2	1	NA	1	2	1	NA	NA	NA	1	2	1	3	5	5	1	1	1	2	70	NA	NA	2	NA	20048.798942	25530.895149	2	122	NA	NA	NA
84120	9	2	1	67	NA	2	2	2	NA	2	NA	2	1	6	NA	4	1	NA	2	2	2	2	2	2	1	2	2	2	4	4	0	1	1	1	67	2	4	1	2	8457.639663	8753.903385	1	122	6	6	1.2
84121	9	2	1	18	NA	1	1	1	217	2	NA	1	1	NA	11	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	7	7	0	3	1	1	62	NA	NA	1	3	18894.649065	18513.759776	1	127	10	10	1.42
84122	9	2	1	54	NA	2	2	2	NA	2	NA	1	1	NA	NA	2	6	NA	1	2	2	1	2	2	1	2	2	1	2	1	0	0	0	2	56	1	3	6	NA	26280.827961	26046.288437	1	120	12	6	2.12
84125	9	2	2	72	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	1	69	1	5	1	4	99715.015806	104095.119499	2	125	9	9	3.87
84126	9	2	1	38	NA	3	3	2	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	7	7	1	4	0	1	38	1	2	1	4	36372.134134	37414.894949	2	131	6	6	0.69
84128	9	2	2	46	NA	1	1	1	NA	2	NA	2	2	6	NA	4	4	NA	2	2	1	1	2	1	2	2	2	2	1	1	0	0	0	2	46	2	4	4	NA	20442.626826	23248.968221	1	128	2	2	0.59
84130	9	2	2	26	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	1	2	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	31	1	4	1	3	97314.051186	98480.345057	2	123	10	10	4.49
84137	9	2	2	28	NA	5	6	1	NA	2	NA	2	2	3	NA	5	5	2	1	2	2	1	2	2	1	2	2	1	2	1	0	0	0	2	50	NA	NA	3	NA	21598.988808	25225.54145	2	122	8	6	2.1
84139	9	2	2	78	NA	2	2	1	NA	2	NA	2	1	9	NA	4	2	NA	2	2	1	2	2	1	2	2	1	NA	1	1	0	0	1	2	78	2	4	2	NA	11817.130541	12072.422598	1	128	3	3	1.19
84140	9	2	2	21	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	5	2	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	2	21	1	4	5	NA	26329.219558	29782.450467	2	120	1	1	0.29
84142	9	2	1	24	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	0	0	1	24	1	3	5	NA	75178.155446	80641.122109	1	131	15	15	5
84143	9	2	2	35	NA	5	7	2	NA	2	NA	1	1	NA	NA	1	5	2	1	2	2	1	2	2	1	2	2	1	6	1	0	0	0	1	54	1	5	5	NA	73882.07253	75174.777481	2	124	9	1	0.32
84147	9	2	1	78	NA	1	1	1	NA	2	NA	2	2	3	NA	1	1	NA	2	1	2	2	2	2	2	1	2	NA	7	7	2	1	2	2	30	2	2	1	2	8364.786729	9137.070875	2	122	5	5	0.56
84156	9	2	2	29	NA	4	4	1	NA	2	NA	2	2	3	NA	4	6	2	1	2	2	1	2	2	NA	NA	NA	NA	5	5	1	0	2	2	29	2	4	6	NA	18235.626534	18462.081212	1	124	3	3	0.35
84157	9	2	1	45	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	45	1	4	5	NA	48050.124704	48453.257254	1	125	13	13	NA
84166	9	2	2	67	NA	3	3	1	NA	1	2	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	2	1	69	1	5	1	5	149766.537191	148368.339917	2	125	14	14	4.99
84167	9	2	1	46	NA	5	6	2	NA	2	NA	2	1	6	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	2	0	1	46	2	4	1	4	14260.048606	15064.018692	2	131	14	14	3.16
84169	9	2	1	43	NA	5	7	1	NA	1	2	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	1	0	1	43	1	4	1	3	19443.012618	19747.852919	2	125	8	8	2.23
84170	9	2	1	46	NA	1	1	1	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	2	2	2	1	3	3	0	0	0	1	46	1	4	1	5	43798.050609	45291.792639	1	128	8	8	2.61
84171	9	2	2	30	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	3	3	1	0	0	1	43	1	4	1	4	70582.287543	72530.976365	1	131	15	15	5
84177	9	2	1	77	NA	1	1	1	NA	2	NA	1	1	NA	NA	1	3	NA	2	2	2	2	2	2	1	2	2	NA	2	2	0	0	1	1	77	1	1	3	NA	8937.218957	9033.441989	1	127	3	3	0.88
84178	9	2	1	80	NA	3	3	2	NA	1	2	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	NA	6	6	1	2	2	2	77	1	3	1	2	26833.629802	29156.852135	2	132	14	14	2.39
84187	9	2	2	25	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	1	2	1	2	2	1	2	2	1	2	2	1	7	7	3	1	0	1	44	1	4	1	4	92403.693966	93511.137964	2	120	15	15	3.33
84188	9	2	2	61	NA	2	2	1	NA	2	NA	2	2	6	NA	1	5	NA	2	2	2	2	2	2	2	2	2	2	4	4	0	0	1	2	61	2	1	5	NA	6429.166805	8532.351674	1	133	2	2	0.39
84189	9	2	2	62	NA	4	4	1	NA	2	NA	1	1	NA	NA	1	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	1	0	2	1	64	1	3	1	1	20170.352032	19639.755181	2	121	10	10	3.47
84192	9	2	2	27	NA	2	2	1	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	5	5	1	1	1	2	64	NA	NA	3	NA	30952.753315	31428.978415	1	127	8	8	1.58
84194	9	2	2	58	NA	3	3	1	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	58	1	3	1	NA	154519.977386	155606.091142	2	125	14	14	4.99
84195	9	2	1	45	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	4	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	45	1	4	4	NA	20158.261056	20474.315491	2	126	5	5	1.85
84200	9	2	2	24	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	1	1	1	2	2	1	2	2	1	2	2	1	2	1	0	0	0	2	24	1	4	1	NA	67150.706894	75925.397117	1	133	9	6	2.55
84201	9	2	1	78	NA	3	3	2	NA	2	NA	1	1	NA	NA	1	2	NA	1	1	2	1	1	2	1	1	2	NA	6	1	1	2	1	1	78	1	1	2	NA	15694.368006	15916.911834	1	130	4	3	0.98
84202	9	2	1	19	NA	4	4	2	237	2	NA	1	1	NA	15	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	2	0	1	49	1	3	1	4	24740.772331	24639.451398	1	129	15	15	5
84203	9	2	1	21	NA	4	4	2	NA	2	NA	1	1	NA	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	1	0	2	44	1	4	3	NA	37584.043589	39928.001148	2	130	6	6	1.51
84205	9	2	1	51	NA	4	4	2	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	6	6	1	0	0	1	51	1	3	1	4	19349.778915	19039.666484	2	131	8	8	1.38
84208	9	2	2	67	NA	1	1	1	NA	2	NA	1	1	NA	NA	1	2	NA	2	2	1	2	2	1	2	2	2	2	1	1	0	0	1	2	67	1	1	2	NA	8842.349896	10732.606587	1	128	2	2	0.82
84211	9	2	1	18	NA	5	7	1	219	2	NA	1	1	NA	12	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	4	4	1	0	0	2	37	1	4	6	NA	11380.486452	13266.176648	2	133	15	15	5
84212	9	2	2	67	NA	2	2	1	NA	2	NA	2	1	3	NA	5	3	NA	2	2	2	2	2	2	2	2	2	2	2	1	0	0	2	1	73	2	4	2	NA	8360.013277	8117.914205	1	124	3	1	0.04
84217	9	2	2	59	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	4	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	1	1	2	59	1	4	4	NA	24357.556826	25274.24215	2	131	9	9	2.88
84218	9	2	1	56	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	1	0	1	56	1	4	1	5	89929.74749	93455.681602	1	123	15	15	5
84219	9	2	1	31	NA	3	3	2	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	2	0	1	31	1	2	1	4	139038.179292	143339.977737	1	130	7	7	1.81
84220	9	2	1	36	NA	4	4	2	NA	2	NA	2	1	3	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	2	0	0	1	36	2	4	1	5	21494.361687	22745.924781	2	124	15	15	5
84222	9	2	1	44	NA	2	2	2	NA	2	NA	1	1	NA	NA	3	1	NA	1	1	2	1	2	2	1	2	2	1	2	2	0	0	0	2	34	1	4	1	3	38325.455429	38928.084258	2	123	8	8	3.12
84225	9	2	1	60	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	2	2	63	1	1	1	4	29764.982883	29728.417045	1	131	5	5	1.14
84226	9	2	1	64	NA	4	4	2	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	1	2	54	1	3	1	3	15613.121835	15166.168792	2	130	5	5	1.19
84227	9	2	1	36	NA	3	3	2	NA	2	NA	1	1	NA	NA	1	1	NA	1	2	2	1	2	2	NA	NA	NA	NA	7	7	2	4	0	1	36	1	1	1	1	27663.044805	28518.930892	1	131	77	77	NA
84228	9	2	1	38	NA	2	2	2	NA	2	NA	2	2	4	NA	1	5	NA	2	2	2	2	2	2	2	2	2	2	5	1	0	0	0	1	38	2	1	5	NA	36360.914345	39405.660262	1	132	12	6	2.38
84229	9	2	2	43	NA	4	4	2	NA	2	NA	1	1	NA	NA	1	5	2	1	2	2	1	2	2	1	2	2	1	2	2	0	1	0	2	43	1	1	5	NA	14270.022606	14300.661118	2	126	3	3	0.75
84231	9	2	2	75	NA	5	7	1	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	NA	1	1	0	0	1	2	75	1	3	2	NA	43200.617752	49144.370802	2	132	6	6	2.69
84234	9	2	2	40	NA	4	4	1	NA	2	NA	1	1	NA	NA	2	5	2	1	2	2	1	2	2	1	2	2	1	7	7	2	4	0	2	40	1	2	5	NA	18486.081519	18525.772138	2	132	13	13	NA
84235	9	2	2	47	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	47	1	4	5	NA	20095.236447	20787.275475	2	126	5	5	1.44
84236	9	2	1	75	NA	5	7	2	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	NA	1	1	0	0	1	1	75	1	3	2	NA	15185.784315	17078.704383	1	126	2	2	0.78
84238	9	2	2	25	NA	4	4	1	NA	2	NA	1	1	NA	NA	3	5	2	1	2	2	1	2	2	1	2	2	1	2	2	1	0	0	2	25	1	3	5	NA	31136.408655	31453.644353	1	125	4	4	1.07
84239	9	2	1	74	NA	3	3	2	NA	1	2	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	2	73	1	5	1	5	90450.6751	95771.521852	1	126	14	14	5
84241	9	2	1	50	NA	3	3	2	NA	1	2	1	1	NA	NA	1	5	NA	1	2	2	NA	NA	NA	1	2	2	1	1	1	0	0	0	1	50	1	1	5	NA	24610.047549	32162.122634	1	122	NA	NA	NA
84242	9	2	2	42	NA	5	6	1	NA	2	NA	2	1	6	NA	5	1	2	1	2	2	1	2	2	NA	NA	NA	NA	5	5	0	3	0	1	45	2	5	1	5	24642.531426	24902.588317	2	128	15	15	3.87
84246	9	2	2	57	NA	4	4	1	NA	2	NA	1	1	NA	NA	5	3	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	2	57	1	5	3	NA	28136.90786	29421.563602	1	129	7	7	3.48
84248	9	2	2	29	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	6	2	1	2	2	1	2	2	1	2	2	1	2	1	0	0	0	1	44	1	1	6	NA	30295.099086	30369.499348	1	126	1	1	0.35
84256	9	2	1	63	NA	3	3	2	NA	1	2	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	1	0	2	2	67	1	2	1	2	28343.909205	28074.333819	2	126	8	8	2.14
84264	9	2	1	61	NA	4	4	2	NA	2	NA	2	2	3	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	0	1	1	61	2	5	1	NA	13193.69729	13110.809568	2	128	7	7	1.65
84265	9	2	1	76	NA	1	1	2	NA	2	NA	2	2	3	NA	1	1	NA	2	2	2	1	2	2	2	2	2	NA	7	7	0	3	2	1	76	2	1	1	1	7945.16747	7898.138121	2	129	4	4	0.49
84269	9	2	1	26	NA	5	7	2	NA	2	NA	1	1	NA	NA	4	6	NA	1	2	2	1	2	2	1	2	2	1	2	1	0	0	0	1	26	1	4	6	NA	65127.847634	69325.725647	2	126	4	3	1.22
84271	9	2	1	67	NA	3	3	1	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	1	2	1	67	1	5	1	4	31117.936651	31079.708729	2	132	7	7	1.84
84273	9	2	1	63	NA	5	6	2	NA	2	NA	2	1	4	NA	2	1	NA	1	2	1	1	2	1	NA	NA	NA	NA	3	3	0	0	2	1	63	2	2	1	2	16374.452585	18161.464518	2	119	6	6	1.49
84277	9	2	2	28	NA	1	1	2	NA	2	NA	2	2	3	NA	1	6	1	2	2	2	2	2	2	NA	NA	NA	NA	6	6	2	2	0	2	28	2	1	6	NA	37201.9087	39379.673858	1	132	4	4	0.46
84279	9	2	2	56	NA	4	4	2	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	56	1	3	5	NA	27170.435149	27228.771546	2	130	4	4	1.15
84280	9	2	1	77	NA	3	3	2	NA	1	2	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	1	77	1	3	1	2	82991.832082	84168.644048	1	130	7	7	2.51
